age;p10Be
40838;1.4817
40839;1.4747
40840;1.4683
40841;1.4626
40842;1.4578
40843;1.4539
40844;1.4512
40845;1.4496
40846;1.4493
40847;1.4504
40848;1.4528
40849;1.4567
40850;1.462
40851;1.4687
40852;1.4768
40853;1.4861
40854;1.4968
40855;1.5085
40856;1.5213
40857;1.5351
40858;1.5495
40859;1.5646
40860;1.5802
40861;1.596
40862;1.612
40863;1.628
40864;1.6438
40865;1.6594
40866;1.6746
40867;1.6894
40868;1.7036
40869;1.7172
40870;1.7303
40871;1.7428
40872;1.7547
40873;1.766
40874;1.7769
40875;1.7874
40876;1.7975
40877;1.8074
40878;1.817
40879;1.8266
40880;1.8361
40881;1.8456
40882;1.8553
40883;1.865
40884;1.875
40885;1.8852
40886;1.8956
40887;1.9062
40888;1.9171
40889;1.9282
40890;1.9395
40891;1.951
40892;1.9626
40893;1.9743
40894;1.9859
40895;1.9975
40896;2.009
40897;2.0203
40898;2.0313
40899;2.042
40900;2.0524
40901;2.0624
40902;2.0719
40903;2.081
40904;2.0895
40905;2.0976
40906;2.1051
40907;2.112
40908;2.1185
40909;2.1244
40910;2.1298
40911;2.1347
40912;2.139
40913;2.1428
40914;2.1461
40915;2.1488
40916;2.151
40917;2.1527
40918;2.1538
40919;2.1543
40920;2.1543
40921;2.1538
40922;2.1526
40923;2.151
40924;2.1489
40925;2.1463
40926;2.1434
40927;2.1401
40928;2.1365
40929;2.1327
40930;2.1289
40931;2.125
40932;2.1212
40933;2.1176
40934;2.1142
40935;2.1112
40936;2.1085
40937;2.1064
40938;2.1047
40939;2.1036
40940;2.1031
40941;2.1031
40942;2.1036
40943;2.1046
40944;2.1061
40945;2.1079
40946;2.1101
40947;2.1125
40948;2.115
40949;2.1176
40950;2.1202
40951;2.1226
40952;2.1249
40953;2.1268
40954;2.1284
40955;2.1294
40956;2.13
40957;2.1299
40958;2.1291
40959;2.1275
40960;2.1251
40961;2.1217
40962;2.1173
40963;2.1118
40964;2.1052
40965;2.0974
40966;2.0883
40967;2.078
40968;2.0664
40969;2.0536
40970;2.0395
40971;2.0243
40972;2.0079
40973;1.9906
40974;1.9724
40975;1.9534
40976;1.9339
40977;1.9139
40978;1.8936
40979;1.8733
40980;1.853
40981;1.833
40982;1.8134
40983;1.7942
40984;1.7756
40985;1.7578
40986;1.7407
40987;1.7244
40988;1.7089
40989;1.6943
40990;1.6804
40991;1.6674
40992;1.655
40993;1.6434
40994;1.6324
40995;1.622
40996;1.6122
40997;1.6029
40998;1.5941
40999;1.5858
41000;1.5779
41001;1.5706
41002;1.5637
41003;1.5574
41004;1.5517
41005;1.5465
41006;1.542
41007;1.5381
41008;1.5349
41009;1.5324
41010;1.5307
41011;1.5298
41012;1.5296
41013;1.5302
41014;1.5315
41015;1.5336
41016;1.5364
41017;1.5399
41018;1.544
41019;1.5487
41020;1.5539
41021;1.5596
41022;1.5657
41023;1.5722
41024;1.5788
41025;1.5856
41026;1.5925
41027;1.5994
41028;1.6061
41029;1.6127
41030;1.6189
41031;1.6248
41032;1.6302
41033;1.6351
41034;1.6394
41035;1.6431
41036;1.6462
41037;1.6486
41038;1.6504
41039;1.6516
41040;1.6523
41041;1.6526
41042;1.6524
41043;1.6521
41044;1.6516
41045;1.6512
41046;1.6509
41047;1.6508
41048;1.6512
41049;1.6521
41050;1.6535
41051;1.6557
41052;1.6585
41053;1.662
41054;1.6662
41055;1.671
41056;1.6763
41057;1.6821
41058;1.6883
41059;1.6946
41060;1.701
41061;1.7074
41062;1.7136
41063;1.7195
41064;1.725
41065;1.7301
41066;1.7347
41067;1.7388
41068;1.7424
41069;1.7456
41070;1.7484
41071;1.751
41072;1.7533
41073;1.7554
41074;1.7575
41075;1.7597
41076;1.762
41077;1.7645
41078;1.7672
41079;1.7702
41080;1.7734
41081;1.7768
41082;1.7805
41083;1.7842
41084;1.7881
41085;1.7919
41086;1.7957
41087;1.7993
41088;1.8027
41089;1.8057
41090;1.8084
41091;1.8106
41092;1.8123
41093;1.8135
41094;1.8142
41095;1.8144
41096;1.8142
41097;1.8135
41098;1.8124
41099;1.811
41100;1.8093
41101;1.8074
41102;1.8053
41103;1.8031
41104;1.8009
41105;1.7986
41106;1.7963
41107;1.794
41108;1.7917
41109;1.7894
41110;1.787
41111;1.7844
41112;1.7818
41113;1.7789
41114;1.7758
41115;1.7724
41116;1.7686
41117;1.7645
41118;1.76
41119;1.7552
41120;1.75
41121;1.7446
41122;1.7389
41123;1.733
41124;1.727
41125;1.7209
41126;1.715
41127;1.7091
41128;1.7036
41129;1.6983
41130;1.6933
41131;1.6888
41132;1.6848
41133;1.6812
41134;1.6781
41135;1.6755
41136;1.6733
41137;1.6715
41138;1.6702
41139;1.6691
41140;1.6683
41141;1.6676
41142;1.6671
41143;1.6667
41144;1.6663
41145;1.6657
41146;1.6651
41147;1.6643
41148;1.6632
41149;1.6619
41150;1.6602
41151;1.6582
41152;1.6559
41153;1.6532
41154;1.65
41155;1.6466
41156;1.6427
41157;1.6385
41158;1.6339
41159;1.6292
41160;1.6242
41161;1.619
41162;1.6138
41163;1.6086
41164;1.6035
41165;1.5987
41166;1.5941
41167;1.59
41168;1.5864
41169;1.5834
41170;1.5812
41171;1.5797
41172;1.5791
41173;1.5793
41174;1.5806
41175;1.5827
41176;1.5859
41177;1.59
41178;1.595
41179;1.6008
41180;1.6076
41181;1.6151
41182;1.6234
41183;1.6323
41184;1.6419
41185;1.652
41186;1.6628
41187;1.674
41188;1.6857
41189;1.6978
41190;1.7103
41191;1.7233
41192;1.7366
41193;1.7503
41194;1.7642
41195;1.7785
41196;1.7929
41197;1.8075
41198;1.8222
41199;1.8368
41200;1.8514
41201;1.8658
41202;1.8799
41203;1.8937
41204;1.9069
41205;1.9196
41206;1.9316
41207;1.9428
41208;1.9532
41209;1.9626
41210;1.9711
41211;1.9784
41212;1.9847
41213;1.9898
41214;1.9936
41215;1.9962
41216;1.9976
41217;1.9976
41218;1.9962
41219;1.9935
41220;1.9894
41221;1.984
41222;1.9772
41223;1.9691
41224;1.9596
41225;1.949
41226;1.9372
41227;1.9243
41228;1.9105
41229;1.8958
41230;1.8805
41231;1.8646
41232;1.8485
41233;1.8321
41234;1.8158
41235;1.7996
41236;1.7838
41237;1.7686
41238;1.754
41239;1.7402
41240;1.7273
41241;1.7154
41242;1.7046
41243;1.6949
41244;1.6863
41245;1.6789
41246;1.6727
41247;1.6676
41248;1.6636
41249;1.6606
41250;1.6587
41251;1.6577
41252;1.6576
41253;1.6583
41254;1.6598
41255;1.6619
41256;1.6647
41257;1.6681
41258;1.6719
41259;1.6762
41260;1.6809
41261;1.6858
41262;1.6911
41263;1.6965
41264;1.7021
41265;1.7077
41266;1.7135
41267;1.7193
41268;1.7251
41269;1.7309
41270;1.7368
41271;1.7426
41272;1.7484
41273;1.7542
41274;1.76
41275;1.7659
41276;1.7718
41277;1.7778
41278;1.7838
41279;1.79
41280;1.7963
41281;1.8026
41282;1.8091
41283;1.8157
41284;1.8223
41285;1.829
41286;1.8356
41287;1.8423
41288;1.8488
41289;1.8553
41290;1.8616
41291;1.8676
41292;1.8734
41293;1.879
41294;1.8842
41295;1.889
41296;1.8935
41297;1.8977
41298;1.9015
41299;1.9049
41300;1.908
41301;1.9109
41302;1.9134
41303;1.9158
41304;1.9178
41305;1.9197
41306;1.9213
41307;1.9228
41308;1.9241
41309;1.9251
41310;1.926
41311;1.9266
41312;1.927
41313;1.9271
41314;1.927
41315;1.9266
41316;1.9259
41317;1.9248
41318;1.9235
41319;1.9219
41320;1.9201
41321;1.918
41322;1.9157
41323;1.9132
41324;1.9105
41325;1.9078
41326;1.905
41327;1.9022
41328;1.8994
41329;1.8967
41330;1.894
41331;1.8915
41332;1.8891
41333;1.8867
41334;1.8845
41335;1.8824
41336;1.8804
41337;1.8784
41338;1.8765
41339;1.8745
41340;1.8725
41341;1.8703
41342;1.8681
41343;1.8656
41344;1.863
41345;1.8602
41346;1.8571
41347;1.8537
41348;1.8502
41349;1.8464
41350;1.8424
41351;1.8383
41352;1.834
41353;1.8297
41354;1.8253
41355;1.8209
41356;1.8166
41357;1.8124
41358;1.8083
41359;1.8043
41360;1.8004
41361;1.7968
41362;1.7932
41363;1.7898
41364;1.7865
41365;1.7833
41366;1.78
41367;1.7768
41368;1.7734
41369;1.77
41370;1.7664
41371;1.7625
41372;1.7584
41373;1.754
41374;1.7493
41375;1.7442
41376;1.7388
41377;1.733
41378;1.7268
41379;1.7204
41380;1.7136
41381;1.7065
41382;1.6991
41383;1.6915
41384;1.6837
41385;1.6757
41386;1.6676
41387;1.6593
41388;1.651
41389;1.6427
41390;1.6343
41391;1.6259
41392;1.6175
41393;1.6091
41394;1.6008
41395;1.5924
41396;1.5841
41397;1.5759
41398;1.5678
41399;1.5597
41400;1.5518
41401;1.5441
41402;1.5366
41403;1.5294
41404;1.5225
41405;1.516
41406;1.51
41407;1.5045
41408;1.4995
41409;1.4952
41410;1.4914
41411;1.4884
41412;1.486
41413;1.4842
41414;1.483
41415;1.4824
41416;1.4822
41417;1.4825
41418;1.4832
41419;1.4841
41420;1.4852
41421;1.4864
41422;1.4877
41423;1.4889
41424;1.4901
41425;1.4912
41426;1.4922
41427;1.4931
41428;1.4937
41429;1.4943
41430;1.4947
41431;1.495
41432;1.4952
41433;1.4953
41434;1.4954
41435;1.4955
41436;1.4956
41437;1.4957
41438;1.4959
41439;1.4962
41440;1.4966
41441;1.4971
41442;1.4978
41443;1.4986
41444;1.4996
41445;1.5009
41446;1.5024
41447;1.5042
41448;1.5064
41449;1.5089
41450;1.5118
41451;1.5152
41452;1.5191
41453;1.5236
41454;1.5286
41455;1.5343
41456;1.5406
41457;1.5475
41458;1.555
41459;1.5631
41460;1.5717
41461;1.5808
41462;1.5902
41463;1.5999
41464;1.6098
41465;1.6198
41466;1.6296
41467;1.6393
41468;1.6487
41469;1.6577
41470;1.6661
41471;1.674
41472;1.6813
41473;1.6879
41474;1.6939
41475;1.6991
41476;1.7038
41477;1.7079
41478;1.7115
41479;1.7146
41480;1.7174
41481;1.7199
41482;1.7222
41483;1.7244
41484;1.7265
41485;1.7286
41486;1.7307
41487;1.733
41488;1.7353
41489;1.7378
41490;1.7404
41491;1.7431
41492;1.746
41493;1.7489
41494;1.7518
41495;1.7548
41496;1.7578
41497;1.7607
41498;1.7636
41499;1.7663
41500;1.769
41501;1.7716
41502;1.774
41503;1.7764
41504;1.7786
41505;1.7808
41506;1.7829
41507;1.7849
41508;1.787
41509;1.7891
41510;1.7913
41511;1.7936
41512;1.796
41513;1.7985
41514;1.8011
41515;1.8039
41516;1.8068
41517;1.8097
41518;1.8126
41519;1.8156
41520;1.8184
41521;1.8212
41522;1.8237
41523;1.826
41524;1.8281
41525;1.8299
41526;1.8314
41527;1.8326
41528;1.8335
41529;1.8342
41530;1.8346
41531;1.8349
41532;1.8351
41533;1.8353
41534;1.8355
41535;1.8359
41536;1.8365
41537;1.8374
41538;1.8387
41539;1.8404
41540;1.8426
41541;1.8453
41542;1.8486
41543;1.8525
41544;1.8571
41545;1.8622
41546;1.868
41547;1.8744
41548;1.8814
41549;1.889
41550;1.8971
41551;1.9058
41552;1.9149
41553;1.9244
41554;1.9343
41555;1.9445
41556;1.9549
41557;1.9654
41558;1.976
41559;1.9865
41560;1.9969
41561;2.007
41562;2.0168
41563;2.0263
41564;2.0352
41565;2.0435
41566;2.0512
41567;2.0582
41568;2.0645
41569;2.0701
41570;2.0749
41571;2.0789
41572;2.0822
41573;2.0848
41574;2.0867
41575;2.0879
41576;2.0885
41577;2.0885
41578;2.0881
41579;2.0871
41580;2.0858
41581;2.0841
41582;2.0821
41583;2.0798
41584;2.0773
41585;2.0746000000000002
41586;2.0718
41587;2.0688
41588;2.0658
41589;2.0628
41590;2.0597
41591;2.0567
41592;2.0538
41593;2.0509
41594;2.0481
41595;2.0454
41596;2.0428
41597;2.0403
41598;2.038
41599;2.0358
41600;2.0337
41601;2.0318
41602;2.03
41603;2.0283
41604;2.0267
41605;2.0252
41606;2.0239
41607;2.0226
41608;2.0215
41609;2.0206
41610;2.0197
41611;2.019
41612;2.0185
41613;2.0182
41614;2.018
41615;2.0181
41616;2.0184
41617;2.0189
41618;2.0197
41619;2.0207
41620;2.0219
41621;2.0233
41622;2.0249
41623;2.0267
41624;2.0286
41625;2.0306
41626;2.0326
41627;2.0347
41628;2.0367
41629;2.0388
41630;2.0407
41631;2.0426
41632;2.0444
41633;2.0462
41634;2.0478
41635;2.0494
41636;2.0509
41637;2.0523
41638;2.0537
41639;2.055
41640;2.0563
41641;2.0575
41642;2.0586
41643;2.0595
41644;2.0602
41645;2.0607
41646;2.0607
41647;2.0604
41648;2.0596
41649;2.0581
41650;2.0561
41651;2.0533
41652;2.0497
41653;2.0454
41654;2.0403
41655;2.0344
41656;2.0277
41657;2.0203
41658;2.0122
41659;2.0034
41660;1.9942
41661;1.9845
41662;1.9743
41663;1.964
41664;1.9533
41665;1.9426
41666;1.9318
41667;1.921
41668;1.9103
41669;1.8997
41670;1.8892
41671;1.879
41672;1.869
41673;1.8593
41674;1.8498000000000001
41675;1.8407
41676;1.832
41677;1.8236
41678;1.8156
41679;1.8081
41680;1.8009
41681;1.7942
41682;1.7879
41683;1.7821
41684;1.7766
41685;1.7715
41686;1.7667
41687;1.7622
41688;1.758
41689;1.7539
41690;1.7498
41691;1.7458
41692;1.7416
41693;1.7373
41694;1.7327
41695;1.7278
41696;1.7224
41697;1.7167
41698;1.7104
41699;1.7037
41700;1.6964
41701;1.6887
41702;1.6806
41703;1.6722
41704;1.6634
41705;1.6546
41706;1.6456
41707;1.6367
41708;1.628
41709;1.6196
41710;1.6117
41711;1.6042
41712;1.5974
41713;1.5912
41714;1.5858
41715;1.5812
41716;1.5774
41717;1.5745
41718;1.5723
41719;1.5708
41720;1.57
41721;1.5698
41722;1.5702
41723;1.571
41724;1.5722
41725;1.5735
41726;1.5751
41727;1.5767
41728;1.5782
41729;1.5797
41730;1.581
41731;1.5821
41732;1.5829
41733;1.5835
41734;1.5838
41735;1.5839
41736;1.5836
41737;1.5832
41738;1.5825
41739;1.5817
41740;1.5808
41741;1.5799
41742;1.5789
41743;1.5779
41744;1.5771
41745;1.5763
41746;1.5757
41747;1.5753
41748;1.5751
41749;1.5751
41750;1.5754
41751;1.5758
41752;1.5765
41753;1.5774
41754;1.5784
41755;1.5796
41756;1.5809
41757;1.5823
41758;1.5838
41759;1.5852
41760;1.5866
41761;1.5879
41762;1.5891
41763;1.5901
41764;1.5908
41765;1.5914
41766;1.5916
41767;1.5915
41768;1.591
41769;1.5902
41770;1.5889
41771;1.5872
41772;1.585
41773;1.5823
41774;1.5792
41775;1.5755
41776;1.5713
41777;1.5666
41778;1.5615
41779;1.5558
41780;1.5497
41781;1.5432
41782;1.5363
41783;1.5291
41784;1.5217
41785;1.514
41786;1.5063
41787;1.4984
41788;1.4906
41789;1.4829
41790;1.4753
41791;1.468
41792;1.4609
41793;1.4543
41794;1.448
41795;1.4423
41796;1.437
41797;1.4324
41798;1.4284
41799;1.425
41800;1.4223
41801;1.4203
41802;1.419
41803;1.4183
41804;1.4184
41805;1.4191
41806;1.4204
41807;1.4223
41808;1.4248
41809;1.4276
41810;1.4309
41811;1.4346
41812;1.4385
41813;1.4426
41814;1.4469
41815;1.4513
41816;1.4558
41817;1.4604
41818;1.465
41819;1.4697
41820;1.4745
41821;1.4793
41822;1.4843
41823;1.4896
41824;1.495
41825;1.5008
41826;1.5069
41827;1.5134
41828;1.5204
41829;1.5278
41830;1.5357
41831;1.5441
41832;1.553
41833;1.5623
41834;1.572
41835;1.5821
41836;1.5924
41837;1.603
41838;1.6137
41839;1.6244
41840;1.6352
41841;1.6458
41842;1.6563
41843;1.6666
41844;1.6766
41845;1.6862
41846;1.6956
41847;1.7045
41848;1.7131
41849;1.7213
41850;1.7291
41851;1.7366
41852;1.7437
41853;1.7506
41854;1.7572
41855;1.7636
41856;1.7697
41857;1.7757
41858;1.7816
41859;1.7872
41860;1.7928
41861;1.7983
41862;1.8036
41863;1.8087
41864;1.8137
41865;1.8185
41866;1.8231
41867;1.8275
41868;1.8317
41869;1.8356
41870;1.8392
41871;1.8425
41872;1.8455
41873;1.8481
41874;1.8505
41875;1.8525
41876;1.8542
41877;1.8556
41878;1.8566
41879;1.8573
41880;1.8576
41881;1.8577
41882;1.8573
41883;1.8566
41884;1.8554
41885;1.8539
41886;1.852
41887;1.8496
41888;1.8467
41889;1.8434
41890;1.8397
41891;1.8355
41892;1.831
41893;1.8261
41894;1.821
41895;1.8156
41896;1.8101
41897;1.8046
41898;1.7991
41899;1.7938
41900;1.7887
41901;1.784
41902;1.7797
41903;1.7759
41904;1.7727
41905;1.7701
41906;1.7681
41907;1.7668
41908;1.766
41909;1.7658
41910;1.7661
41911;1.7668
41912;1.7678
41913;1.7689
41914;1.7702
41915;1.7714
41916;1.7724
41917;1.7732
41918;1.7736
41919;1.7736
41920;1.7731
41921;1.772
41922;1.7704
41923;1.7683
41924;1.7656
41925;1.7624
41926;1.7588
41927;1.7549
41928;1.7506
41929;1.7462
41930;1.7416
41931;1.7369
41932;1.7322
41933;1.7275
41934;1.7228
41935;1.7183
41936;1.7138
41937;1.7094
41938;1.7051
41939;1.7007
41940;1.6963
41941;1.6919
41942;1.6873
41943;1.6825
41944;1.6775
41945;1.6722
41946;1.6665
41947;1.6606
41948;1.6543
41949;1.6478
41950;1.6409
41951;1.6337
41952;1.6264
41953;1.6189
41954;1.6113
41955;1.6038
41956;1.5963
41957;1.589
41958;1.5819
41959;1.5751
41960;1.5687
41961;1.5628
41962;1.5573
41963;1.5523
41964;1.5478
41965;1.5438
41966;1.5404
41967;1.5375
41968;1.5351
41969;1.5332
41970;1.5317
41971;1.5307
41972;1.5301
41973;1.5299
41974;1.53
41975;1.5304
41976;1.531
41977;1.532
41978;1.5331
41979;1.5344
41980;1.5359
41981;1.5375
41982;1.5391
41983;1.5409
41984;1.5426
41985;1.5444
41986;1.5463
41987;1.5481
41988;1.5499
41989;1.5518
41990;1.5537
41991;1.5556
41992;1.5576
41993;1.5597
41994;1.5619
41995;1.5643
41996;1.5669
41997;1.5698
41998;1.573
41999;1.5765
42000;1.5804
42001;1.5846
42002;1.5894
42003;1.5945
42004;1.6002
42005;1.6063
42006;1.6129
42007;1.62
42008;1.6275
42009;1.6354
42010;1.6436
42011;1.6522
42012;1.6611
42013;1.6701
42014;1.6792
42015;1.6883
42016;1.6974
42017;1.7064
42018;1.7151
42019;1.7234
42020;1.7314
42021;1.7389
42022;1.7457
42023;1.7519
42024;1.7573
42025;1.7619
42026;1.7656
42027;1.7683
42028;1.7699
42029;1.7705
42030;1.7698
42031;1.768
42032;1.7648
42033;1.7604
42034;1.7547
42035;1.7477
42036;1.7394
42037;1.7299
42038;1.7192
42039;1.7073
42040;1.6944
42041;1.6805
42042;1.6657
42043;1.6503
42044;1.6342
42045;1.6176
42046;1.6007
42047;1.5836
42048;1.5664
42049;1.5492
42050;1.5321
42051;1.5152
42052;1.4985
42053;1.4821
42054;1.4661
42055;1.4505
42056;1.4353
42057;1.4205
42058;1.4061
42059;1.3921
42060;1.3785
42061;1.3654
42062;1.3527
42063;1.3404
42064;1.3285
42065;1.3171
42066;1.3061
42067;1.2956
42068;1.2855
42069;1.276
42070;1.267
42071;1.2585
42072;1.2505
42073;1.2431
42074;1.2362
42075;1.2298
42076;1.224
42077;1.2187
42078;1.214
42079;1.2097
42080;1.2059
42081;1.2027
42082;1.1999
42083;1.1975
42084;1.1956
42085;1.1941
42086;1.193
42087;1.1923
42088;1.1919
42089;1.1919
42090;1.1921
42091;1.1926
42092;1.1933
42093;1.1942
42094;1.1953
42095;1.1965
42096;1.1978
42097;1.1991
42098;1.2004
42099;1.2017
42100;1.203
42101;1.2042
42102;1.2053
42103;1.2063
42104;1.2073
42105;1.2083
42106;1.2091
42107;1.21
42108;1.2109
42109;1.2119
42110;1.213
42111;1.2143
42112;1.2157
42113;1.2174
42114;1.2193
42115;1.2216
42116;1.2242
42117;1.2271
42118;1.2304
42119;1.234
42120;1.2379
42121;1.242
42122;1.2464
42123;1.2509
42124;1.2556
42125;1.2603
42126;1.2649
42127;1.2695
42128;1.274
42129;1.2782
42130;1.2821
42131;1.2858
42132;1.2891
42133;1.292
42134;1.2945
42135;1.2967
42136;1.2984
42137;1.2998
42138;1.3008
42139;1.3015
42140;1.3019
42141;1.3021
42142;1.302
42143;1.3017
42144;1.3013
42145;1.3007
42146;1.3
42147;1.2991
42148;1.2982
42149;1.2972
42150;1.2961
42151;1.2948
42152;1.2935
42153;1.2921
42154;1.2906
42155;1.2891
42156;1.2874
42157;1.2857
42158;1.284
42159;1.2823
42160;1.2806
42161;1.279
42162;1.2774
42163;1.276
42164;1.2747
42165;1.2737
42166;1.2728
42167;1.2721
42168;1.2717
42169;1.2715
42170;1.2714
42171;1.2716
42172;1.2718
42173;1.2722
42174;1.2725
42175;1.2728
42176;1.273
42177;1.2731
42178;1.2728
42179;1.2723
42180;1.2713
42181;1.27
42182;1.2682
42183;1.2659
42184;1.2631
42185;1.2599
42186;1.2562
42187;1.2521
42188;1.2477
42189;1.243
42190;1.238
42191;1.233
42192;1.2279
42193;1.223
42194;1.2181
42195;1.2136
42196;1.2094
42197;1.2056
42198;1.2023
42199;1.1996
42200;1.1974
42201;1.1958
42202;1.1948
42203;1.1943
42204;1.1944
42205;1.1949
42206;1.1959
42207;1.1972
42208;1.1988
42209;1.2005
42210;1.2024
42211;1.2043
42212;1.2062
42213;1.208
42214;1.2096
42215;1.2111
42216;1.2124
42217;1.2136
42218;1.2145
42219;1.2153
42220;1.216
42221;1.2167
42222;1.2173
42223;1.218
42224;1.2187
42225;1.2196
42226;1.2206
42227;1.2218
42228;1.2232
42229;1.2247
42230;1.2264
42231;1.2283
42232;1.2302
42233;1.2323
42234;1.2344
42235;1.2364
42236;1.2384
42237;1.2404
42238;1.2422
42239;1.2439
42240;1.2455
42241;1.247
42242;1.2484
42243;1.2496
42244;1.2508
42245;1.2519
42246;1.253
42247;1.2541
42248;1.2551
42249;1.2561
42250;1.257
42251;1.2579
42252;1.2588
42253;1.2595
42254;1.2602
42255;1.2606
42256;1.2609
42257;1.2609
42258;1.2606
42259;1.2601
42260;1.2592
42261;1.2581
42262;1.2567
42263;1.2551
42264;1.2532
42265;1.2512
42266;1.2491
42267;1.247
42268;1.245
42269;1.2431
42270;1.2414
42271;1.24
42272;1.239
42273;1.2384
42274;1.2383
42275;1.2387
42276;1.2396
42277;1.2411
42278;1.2432
42279;1.2458
42280;1.2489
42281;1.2525
42282;1.2564
42283;1.2608
42284;1.2654
42285;1.2703
42286;1.2753
42287;1.2803
42288;1.2854
42289;1.2903
42290;1.2951
42291;1.2996
42292;1.3039
42293;1.3079
42294;1.3115
42295;1.3147
42296;1.3176
42297;1.3201
42298;1.3223
42299;1.3241
42300;1.3257
42301;1.327
42302;1.3281
42303;1.329
42304;1.3298
42305;1.3305
42306;1.3311
42307;1.3315
42308;1.3318
42309;1.3319
42310;1.3318
42311;1.3314
42312;1.3306
42313;1.3293
42314;1.3276
42315;1.3253
42316;1.3223
42317;1.3188
42318;1.3145
42319;1.3097
42320;1.3042
42321;1.2983
42322;1.2919
42323;1.2851
42324;1.2781
42325;1.2711
42326;1.264
42327;1.2571
42328;1.2504
42329;1.2441
42330;1.2382
42331;1.2327
42332;1.2277
42333;1.2232
42334;1.2191
42335;1.2155
42336;1.2123
42337;1.2094
42338;1.2067
42339;1.2042
42340;1.2017
42341;1.1993
42342;1.1967
42343;1.1941
42344;1.1913
42345;1.1883
42346;1.1851
42347;1.1817
42348;1.1781
42349;1.1743
42350;1.1703
42351;1.1662
42352;1.1621
42353;1.1581
42354;1.1541
42355;1.1502
42356;1.1466
42357;1.1433
42358;1.1403
42359;1.1377
42360;1.1356
42361;1.1341
42362;1.1331
42363;1.1326
42364;1.1328
42365;1.1335
42366;1.1348
42367;1.1367
42368;1.139
42369;1.1418
42370;1.1451
42371;1.1487
42372;1.1525
42373;1.1566
42374;1.1607
42375;1.165
42376;1.1693
42377;1.1735
42378;1.1776
42379;1.1815
42380;1.1853
42381;1.1889
42382;1.1923
42383;1.1956
42384;1.1986
42385;1.2014
42386;1.2041
42387;1.2067
42388;1.2091
42389;1.2114
42390;1.2137
42391;1.2159
42392;1.218
42393;1.22
42394;1.2221
42395;1.224
42396;1.2259
42397;1.2277
42398;1.2294
42399;1.231
42400;1.2325
42401;1.2338
42402;1.235
42403;1.236
42404;1.2367
42405;1.2373
42406;1.2377
42407;1.2379
42408;1.238
42409;1.2378
42410;1.2375
42411;1.237
42412;1.2365
42413;1.2358
42414;1.2351
42415;1.2343
42416;1.2335
42417;1.2327
42418;1.2319
42419;1.2311
42420;1.2303
42421;1.2295
42422;1.2287
42423;1.2279
42424;1.227
42425;1.2261
42426;1.2252
42427;1.2241
42428;1.2229
42429;1.2217
42430;1.2203
42431;1.2188
42432;1.2172
42433;1.2154
42434;1.2136
42435;1.2118
42436;1.2099
42437;1.2081
42438;1.2063
42439;1.2047
42440;1.2033
42441;1.2022
42442;1.2015
42443;1.2011
42444;1.2012
42445;1.2017
42446;1.2028
42447;1.2044
42448;1.2065
42449;1.2092
42450;1.2124
42451;1.216
42452;1.2201
42453;1.2245
42454;1.2293
42455;1.2342
42456;1.2393
42457;1.2444
42458;1.2496
42459;1.2546
42460;1.2596
42461;1.2643
42462;1.2689
42463;1.2733
42464;1.2774
42465;1.2813
42466;1.2851
42467;1.2887
42468;1.2922
42469;1.2956
42470;1.299
42471;1.3025
42472;1.3061
42473;1.3099
42474;1.3139
42475;1.3181
42476;1.3227
42477;1.3277
42478;1.3329
42479;1.3386
42480;1.3447
42481;1.3512
42482;1.3581
42483;1.3654
42484;1.3731
42485;1.3811
42486;1.3895
42487;1.3983
42488;1.4073
42489;1.4166
42490;1.4261
42491;1.4358
42492;1.4456
42493;1.4554
42494;1.4651
42495;1.4748000000000001
42496;1.4842
42497;1.4934
42498;1.5021
42499;1.5103
42500;1.5178
42501;1.5247
42502;1.5308
42503;1.5359
42504;1.5402
42505;1.5434
42506;1.5455
42507;1.5465
42508;1.5465
42509;1.5454
42510;1.5432
42511;1.54
42512;1.5359
42513;1.5309
42514;1.5251
42515;1.5186
42516;1.5116
42517;1.5041
42518;1.4962
42519;1.4881
42520;1.4798
42521;1.4715
42522;1.4632
42523;1.455
42524;1.447
42525;1.4392
42526;1.4316
42527;1.4243
42528;1.4173
42529;1.4105
42530;1.404
42531;1.3977
42532;1.3916
42533;1.3856
42534;1.3798
42535;1.3741
42536;1.3683
42537;1.3626
42538;1.3568
42539;1.3509
42540;1.3448
42541;1.3385
42542;1.332
42543;1.3252
42544;1.3181
42545;1.3107
42546;1.3029
42547;1.2948
42548;1.2863
42549;1.2776
42550;1.2685
42551;1.2591
42552;1.2495
42553;1.2397
42554;1.2298
42555;1.2198
42556;1.2099
42557;1.2001
42558;1.1905
42559;1.1811
42560;1.1722
42561;1.1637
42562;1.1557
42563;1.1483
42564;1.1415
42565;1.1354
42566;1.1301
42567;1.1255
42568;1.1216
42569;1.1186
42570;1.1162
42571;1.1147
42572;1.1138
42573;1.1136
42574;1.114
42575;1.1149
42576;1.1164
42577;1.1183
42578;1.1206
42579;1.1233
42580;1.1262
42581;1.1294
42582;1.1327
42583;1.1361
42584;1.1396
42585;1.1431
42586;1.1465
42587;1.1499
42588;1.1531
42589;1.1561
42590;1.159
42591;1.1615
42592;1.1639
42593;1.1659
42594;1.1676
42595;1.169
42596;1.1701
42597;1.1708
42598;1.1713
42599;1.1714
42600;1.1712
42601;1.1707
42602;1.17
42603;1.1691
42604;1.1681
42605;1.1669
42606;1.1657
42607;1.1644
